"GEO_ID","NAME","B25105_001E","B25105_001M"
"1400000US36061000100","Census Tract 1, New York County, New York","-","**"
"1400000US36061000500","Census Tract 5, New York County, New York","-","**"
"1400000US36061008602","Census Tract 86.02, New York County, New York","-","**"
"1400000US36061014300","Census Tract 143, New York County, New York","-","**"
"1400000US36061021703","Census Tract 217.03, New York County, New York","-","**"
"1400000US36061024000","Census Tract 240, New York County, New York","-","**"
"1400000US36061029700","Census Tract 297, New York County, New York","-","**"
"1400000US36061031100","Census Tract 311, New York County, New York","-","**"
"1400000US36061031900","Census Tract 319, New York County, New York","-","**"
"1400000US36063940100","Census Tract 9401, Niagara County, New York","-","**"
"1400000US36063990000","Census Tract 9900, Niagara County, New York","-","**"
"1400000US36065025900","Census Tract 259, Oneida County, New York","-","**"
"1400000US36065026500","Census Tract 265, Oneida County, New York","-","**"
"1400000US36065026600","Census Tract 266, Oneida County, New York","-","**"
"1400000US36065980002","Census Tract 9800.02, Oneida County, New York","-","**"
"1400000US36065980003","Census Tract 9800.03, Oneida County, New York","-","**"
"1400000US36065980100","Census Tract 9801, Oneida County, New York","-","**"
"1400000US36067940000","Census Tract 9400, Onondaga County, New York","-","**"
"1400000US36073990000","Census Tract 9900, Orleans County, New York","-","**"
"1400000US36075990000","Census Tract 9900, Oswego County, New York","-","**"
"1400000US36077591300","Census Tract 5913, Otsego County, New York","-","**"
"1400000US36081003700","Census Tract 37, Queens County, New York","-","**"
"1400000US36081009900","Census Tract 99, Queens County, New York","-","**"
"1400000US36081010701","Census Tract 107.01, Queens County, New York","-","**"
"1400000US36081017100","Census Tract 171, Queens County, New York","-","**"
"1400000US36081021900","Census Tract 219, Queens County, New York","-","**"
"1400000US36081022900","Census Tract 229, Queens County, New York","-","**"
"1400000US36081024600","Census Tract 246, Queens County, New York","-","**"
"1400000US36081029900","Census Tract 299, Queens County, New York","-","**"
"1400000US36081033100","Census Tract 331, Queens County, New York","-","**"
"1400000US36081038301","Census Tract 383.01, Queens County, New York","-","**"
"1400000US36081038302","Census Tract 383.02, Queens County, New York","-","**"
"1400000US36081042600","Census Tract 426, Queens County, New York","-","**"
"1400000US36081060701","Census Tract 607.01, Queens County, New York","-","**"
"1400000US36081061302","Census Tract 613.02, Queens County, New York","-","**"
"1400000US36081062400","Census Tract 624, Queens County, New York","-","**"
"1400000US36081064102","Census Tract 641.02, Queens County, New York","-","**"
"1400000US36081065501","Census Tract 655.01, Queens County, New York","-","**"
"1400000US36081071600","Census Tract 716, Queens County, New York","-","**"
"1400000US36081079300","Census Tract 793, Queens County, New York","-","**"
"1400000US36081091602","Census Tract 916.02, Queens County, New York","-","**"
"1400000US36081091800","Census Tract 918, Queens County, New York","-","**"
"1400000US36081099900","Census Tract 999, Queens County, New York","-","**"
"1400000US36081107202","Census Tract 1072.02, Queens County, New York","-","**"
"1400000US36081121100","Census Tract 1211, Queens County, New York","-","**"
"1400000US36081128300","Census Tract 1283, Queens County, New York","-","**"
"1400000US36081138502","Census Tract 1385.02, Queens County, New York","-","**"
"1400000US36081990100","Census Tract 9901, Queens County, New York","-","**"
"1400000US36085015400","Census Tract 154, Richmond County, New York","-","**"
"1400000US36085022800","Census Tract 228, Richmond County, New York","-","**"
"1400000US36085990100","Census Tract 9901, Richmond County, New York","-","**"
"1400000US36089491100","Census Tract 4911, St. Lawrence County, New York","-","**"
"1400000US36089491900","Census Tract 4919, St. Lawrence County, New York","-","**"
"1400000US36091061303","Census Tract 613.03, Saratoga County, New York","-","**"
"1400000US36095740300","Census Tract 7403, Schoharie County, New York","-","**"
"1400000US36103990100","Census Tract 9901, Suffolk County, New York","-","**"
"1400000US36109001200","Census Tract 12, Tompkins County, New York","-","**"
"1400000US36117990100","Census Tract 9901, Wayne County, New York","-","**"
"1400000US36119004700","Census Tract 47, Westchester County, New York","4,000+","***"
"1400000US36119005500","Census Tract 55, Westchester County, New York","4,000+","***"
"1400000US36119005600","Census Tract 56, Westchester County, New York","-","**"
"1400000US36119006700","Census Tract 67, Westchester County, New York","4,000+","***"
"1400000US36119008401","Census Tract 84.01, Westchester County, New York","4,000+","***"
"1400000US36119008602","Census Tract 86.02, Westchester County, New York","4,000+","***"
"1400000US36119010000","Census Tract 100, Westchester County, New York","4,000+","***"
"1400000US36119010701","Census Tract 107.01, Westchester County, New York","4,000+","***"
"1400000US36119012304","Census Tract 123.04, Westchester County, New York","4,000+","***"
"1400000US36119012400","Census Tract 124, Westchester County, New York","4,000+","***"
"1400000US36119013104","Census Tract 131.04, Westchester County, New York","4,000+","***"
"1400000US36119982000","Census Tract 9820, Westchester County, New York","-","**"
"1400000US36119983000","Census Tract 9830, Westchester County, New York","-","**"
"1400000US36119985000","Census Tract 9850, Westchester County, New York","-","**"
"1400000US36111954700","Census Tract 9547, Ulster County, New York","1097","122"
"1400000US36007001200","Census Tract 12, Broome County, New York","547","54"
"1400000US36047037300","Census Tract 373, Kings County, New York","1250","258"
"1400000US36047024100","Census Tract 241, Kings County, New York","2085","158"
"1400000US36119002700","Census Tract 27, Westchester County, New York","1449","106"
"1400000US36047096400","Census Tract 964, Kings County, New York","1796","287"
"1400000US36081065703","Census Tract 657.03, Queens County, New York","1468","151"
"1400000US36055010400","Census Tract 104, Monroe County, New York","957","55"
"1400000US36081040300","Census Tract 403, Queens County, New York","1722","91"
"1400000US36119984000","Census Tract 9840, Westchester County, New York","1536","88"
"1400000US36043010100","Census Tract 101, Herkimer County, New York","808","48"
"1400000US36081006201","Census Tract 62.01, Queens County, New York","804","225"
"1400000US36047028700","Census Tract 287, Kings County, New York","1282","325"
"1400000US36055010601","Census Tract 106.01, Monroe County, New York","981","61"
"1400000US36047048600","Census Tract 486, Kings County, New York","1452","71"
"1400000US36103159602","Census Tract 1596.02, Suffolk County, New York","2460","214"
"1400000US36119003600","Census Tract 36, Westchester County, New York","1249","144"
"1400000US36089491200","Census Tract 4912, St. Lawrence County, New York","850","406"
"1400000US36013036901","Census Tract 369.01, Chautauqua County, New York","769","38"
"1400000US36103123201","Census Tract 1232.01, Suffolk County, New York","1594","211"
"1400000US36057070700","Census Tract 707, Montgomery County, New York","838","50"
"1400000US36061019702","Census Tract 197.02, New York County, New York","2088","317"
"1400000US36119002203","Census Tract 22.03, Westchester County, New York","972","175"
"1400000US36005036502","Census Tract 365.02, Bronx County, New York","1239","156"
"1400000US36047014300","Census Tract 143, Kings County, New York","2145","188"
"1400000US36081027500","Census Tract 275, Queens County, New York","1351","78"
"1400000US36075021200","Census Tract 212, Oswego County, New York","848","50"
"1400000US36103134906","Census Tract 1349.06, Suffolk County, New York","1623","320"
"1400000US36061007400","Census Tract 74, New York County, New York","2684","213"
"1400000US36103111504","Census Tract 1115.04, Suffolk County, New York","3192","226"
"1400000US36119001505","Census Tract 15.05, Westchester County, New York","1135","376"
"1400000US36059301101","Census Tract 3011.01, Nassau County, New York","2299","159"
"1400000US36081021600","Census Tract 216, Queens County, New York","1536","119"
"1400000US36005009800","Census Tract 98, Bronx County, New York","1591","157"
"1400000US36005036400","Census Tract 364, Bronx County, New York","1801","239"
"1400000US36047101000","Census Tract 1010, Kings County, New York","1893","209"
"1400000US36063023300","Census Tract 233, Niagara County, New York","810","44"
"1400000US36065021500","Census Tract 215, Oneida County, New York","762","56"
"1400000US36083052303","Census Tract 523.03, Rensselaer County, New York","1250","189"
"1400000US36081077908","Census Tract 779.08, Queens County, New York","1614","107"
"1400000US36061027500","Census Tract 275, New York County, New York","1672","151"
"1400000US36059303102","Census Tract 3031.02, Nassau County, New York","2494","363"
"1400000US36093021600","Census Tract 216, Schenectady County, New York","879","92"
"1400000US36081003900","Census Tract 39, Queens County, New York","1659","83"
"1400000US36103146404","Census Tract 1464.04, Suffolk County, New York","2151","229"
"1400000US36005015300","Census Tract 153, Bronx County, New York","1131","67"
"1400000US36047023300","Census Tract 233, Kings County, New York","1219","214"
"1400000US36065024700","Census Tract 247, Oneida County, New York","879","53"
"1400000US36065022702","Census Tract 227.02, Oneida County, New York","1053","84"
"1400000US36067010100","Census Tract 101, Onondaga County, New York","1300","182"
"1400000US36051030900","Census Tract 309, Livingston County, New York","704","60"
"1400000US36081025100","Census Tract 251, Queens County, New York","1380","87"
"1400000US36047013900","Census Tract 139, Kings County, New York","2385","302"
"1400000US36045060804","Census Tract 608.04, Jefferson County, New York","1477","53"
"1400000US36005008900","Census Tract 89, Bronx County, New York","962","85"
"1400000US36029003302","Census Tract 33.02, Erie County, New York","597","55"
"1400000US36063024303","Census Tract 243.03, Niagara County, New York","909","171"
"1400000US36055014301","Census Tract 143.01, Monroe County, New York","890","139"
"1400000US36021001500","Census Tract 15, Columbia County, New York","1226","238"
"1400000US36059517902","Census Tract 5179.02, Nassau County, New York","2158","254"
"1400000US36119003300","Census Tract 33, Westchester County, New York","1668","183"
"1400000US36081018502","Census Tract 185.02, Queens County, New York","1600","77"
"1400000US36017971000","Census Tract 9710, Chenango County, New York","829","64"
"1400000US36119004500","Census Tract 45, Westchester County, New York","1730","135"
"1400000US36093033400","Census Tract 334, Schenectady County, New York","931","82"
"1400000US36055013800","Census Tract 138, Monroe County, New York","971","45"
"1400000US36029010103","Census Tract 101.03, Erie County, New York","865","33"
"1400000US36015010200","Census Tract 102, Chemung County, New York","907","118"
"1400000US36067012400","Census Tract 124, Onondaga County, New York","990","95"
"1400000US36089492300","Census Tract 4923, St. Lawrence County, New York","838","62"
"1400000US36119000203","Census Tract 2.03, Westchester County, New York","1288","93"
"1400000US36047055500","Census Tract 555, Kings County, New York","2838","334"
"1400000US36027140101","Census Tract 1401.01, Dutchess County, New York","1307","196"
"1400000US36005012901","Census Tract 129.01, Bronx County, New York","917","147"
"1400000US36055014602","Census Tract 146.02, Monroe County, New York","1042","95"
"1400000US36087011200","Census Tract 112, Rockland County, New York","2355","178"
"1400000US36067014800","Census Tract 148, Onondaga County, New York","1600","215"
"1400000US36047028800","Census Tract 288, Kings County, New York","1424","98"
"1400000US36005021200","Census Tract 212, Bronx County, New York","1213","62"
"1400000US36093020101","Census Tract 201.01, Schenectady County, New York","982","20"
"1400000US36047049700","Census Tract 497, Kings County, New York","2185","134"
"1400000US36081062300","Census Tract 623, Queens County, New York","1398","106"
"1400000US36047082600","Census Tract 826, Kings County, New York","1235","61"
"1400000US36059517000","Census Tract 5170, Nassau County, New York","2518","273"
"1400000US36007013301","Census Tract 133.01, Broome County, New York","855","64"
"1400000US36019101600","Census Tract 1016, Clinton County, New York","727","100"
"1400000US36085018701","Census Tract 187.01, Richmond County, New York","1790","333"
"1400000US36047022400","Census Tract 224, Kings County, New York","1494","122"
"1400000US36047030500","Census Tract 305, Kings County, New York","1850","171"
"1400000US36005021800","Census Tract 218, Bronx County, New York","1338","79"
"1400000US36119008302","Census Tract 83.02, Westchester County, New York","3086","398"
"1400000US36047008000","Census Tract 80, Kings County, New York","1898","153"
"1400000US36027060301","Census Tract 603.01, Dutchess County, New York","1709","165"
"1400000US36005001900","Census Tract 19, Bronx County, New York","1273","79"
"1400000US36061016900","Census Tract 169, New York County, New York","2263","142"
"1400000US36047044800","Census Tract 448, Kings County, New York","1219","84"
"1400000US36071012900","Census Tract 129, Orange County, New York","1643","176"
"1400000US36113070601","Census Tract 706.01, Warren County, New York","1213","110"
"1400000US36093020200","Census Tract 202, Schenectady County, New York","950","78"
"1400000US36081048100","Census Tract 481, Queens County, New York","1405","94"
"1400000US36121970800","Census Tract 9708, Wyoming County, New York","699","40"
"1400000US36029014901","Census Tract 149.01, Erie County, New York","853","83"
"1400000US36099950500","Census Tract 9505, Seneca County, New York","803","56"
"1400000US36063021000","Census Tract 210, Niagara County, New York","672","37"
"1400000US36071015100","Census Tract 151, Orange County, New York","1175","121"
"1400000US36085004000","Census Tract 40, Richmond County, New York","1202","145"
"1400000US36087010701","Census Tract 107.01, Rockland County, New York","1890","206"
"1400000US36049950300","Census Tract 9503, Lewis County, New York","857","45"
"1400000US36103122706","Census Tract 1227.06, Suffolk County, New York","2467","199"
"1400000US36047004500","Census Tract 45, Kings County, New York","2383","155"
"1400000US36047000100","Census Tract 1, Kings County, New York","1508","262"
"1400000US36105950400","Census Tract 9504, Sullivan County, New York","836","48"
"1400000US36119002300","Census Tract 23, Westchester County, New York","1654","161"
"1400000US36061021400","Census Tract 214, New York County, New York","1295","84"
"1400000US36063020700","Census Tract 207, Niagara County, New York","622","112"
"1400000US36081001900","Census Tract 19, Queens County, New York","3018","142"
"1400000US36119001200","Census Tract 12, Westchester County, New York","1250","73"
"1400000US36047024700","Census Tract 247, Kings County, New York","1616","398"
"1400000US36011040900","Census Tract 409, Cayuga County, New York","837","64"
"1400000US36075021605","Census Tract 216.05, Oswego County, New York","702","70"
"1400000US36119013201","Census Tract 132.01, Westchester County, New York","3724","428"
"1400000US36067013300","Census Tract 133, Onondaga County, New York","956","62"
"1400000US36067016001","Census Tract 160.01, Onondaga County, New York","1000","114"
"1400000US36029006301","Census Tract 63.01, Erie County, New York","916","112"
"1400000US36029009106","Census Tract 91.06, Erie County, New York","1049","135"
"1400000US36065026700","Census Tract 267, Oneida County, New York","905","100"
"1400000US36047074200","Census Tract 742, Kings County, New York","1688","106"
"1400000US36005043100","Census Tract 431, Bronx County, New York","1310","50"
"1400000US36061002201","Census Tract 22.01, New York County, New York","1009","109"
"1400000US36059405900","Census Tract 4059, Nassau County, New York","2553","198"
"1400000US36087012402","Census Tract 124.02, Rockland County, New York","1373","138"
"1400000US36103158408","Census Tract 1584.08, Suffolk County, New York","1765","194"
"1400000US36047047000","Census Tract 470, Kings County, New York","1982","181"
"1400000US36081071305","Census Tract 713.05, Queens County, New York","1943","115"
"1400000US36081035100","Census Tract 351, Queens County, New York","1168","134"
"1400000US36001000300","Census Tract 3, Albany County, New York","1086","40"
"1400000US36059518300","Census Tract 5183, Nassau County, New York","2936","219"
"1400000US36081004001","Census Tract 40.01, Queens County, New York","1478","143"
"1400000US36013036700","Census Tract 367, Chautauqua County, New York","641","29"
"1400000US36047093800","Census Tract 938, Kings County, New York","1364","116"
"1400000US36105951800","Census Tract 9518, Sullivan County, New York","869","83"
"1400000US36027070301","Census Tract 703.01, Dutchess County, New York","1325","282"
"1400000US36085020804","Census Tract 208.04, Richmond County, New York","2223","332"
"1400000US36081112300","Census Tract 1123, Queens County, New York","1932","121"
"1400000US36119014805","Census Tract 148.05, Westchester County, New York","3037","430"
"1400000US36067010321","Census Tract 103.21, Onondaga County, New York","1299","94"
"1400000US36081129103","Census Tract 1291.03, Queens County, New York","896","115"
"1400000US36059406400","Census Tract 4064, Nassau County, New York","3054","309"
"1400000US36103146901","Census Tract 1469.01, Suffolk County, New York","2538","210"
"1400000US36087011501","Census Tract 115.01, Rockland County, New York","2930","257"
"1400000US36027200001","Census Tract 2000.01, Dutchess County, New York","1453","243"
"1400000US36015011200","Census Tract 112, Chemung County, New York","796","72"
"1400000US36059407900","Census Tract 4079, Nassau County, New York","1716","193"
"1400000US36115093000","Census Tract 930, Washington County, New York","1068","98"
"1400000US36103158108","Census Tract 1581.08, Suffolk County, New York","2331","176"
"1400000US36081094202","Census Tract 942.02, Queens County, New York","1206","259"
"1400000US36119003700","Census Tract 37, Westchester County, New York","1453","114"
"1400000US36047025000","Census Tract 250, Kings County, New York","1196","113"
"1400000US36081069300","Census Tract 693, Queens County, New York","1554","85"
"1400000US36033951200","Census Tract 9512, Franklin County, New York","771","140"
"1400000US36099950200","Census Tract 9502, Seneca County, New York","807","59"
"1400000US36103147503","Census Tract 1475.03, Suffolk County, New York","2613","500"
"1400000US36117020900","Census Tract 209, Wayne County, New York","862","43"
"1400000US36059521500","Census Tract 5215, Nassau County, New York","2403","263"
"1400000US36047014100","Census Tract 141, Kings County, New York","2416","278"
"1400000US36047082800","Census Tract 828, Kings County, New York","1404","60"
"1400000US36005028600","Census Tract 286, Bronx County, New York","1709","204"
"1400000US36065021701","Census Tract 217.01, Oneida County, New York","933","176"
"1400000US36047029500","Census Tract 295, Kings County, New York","1633","231"
"1400000US36059302900","Census Tract 3029, Nassau County, New York","2586","426"
"1400000US36055010300","Census Tract 103, Monroe County, New York","1126","73"
"1400000US36027220901","Census Tract 2209.01, Dutchess County, New York","1367","63"
"1400000US36065021702","Census Tract 217.02, Oneida County, New York","818","125"
"1400000US36063023100","Census Tract 231, Niagara County, New York","654","66"
"1400000US36067015203","Census Tract 152.03, Onondaga County, New York","1215","118"
"1400000US36079011600","Census Tract 116, Putnam County, New York","2372","278"
"1400000US36081056100","Census Tract 561, Queens County, New York","1250","274"
"1400000US36103180300","Census Tract 1803, Suffolk County, New York","1970","597"
"1400000US36081014300","Census Tract 143, Queens County, New York","1618","68"
"1400000US36005048400","Census Tract 484, Bronx County, New York","1737","226"
"1400000US36103146003","Census Tract 1460.03, Suffolk County, New York","2052","310"
"1400000US36081092800","Census Tract 928, Queens County, New York","2956","393"
"1400000US36029007600","Census Tract 76, Erie County, New York","845","84"
"1400000US36007000300","Census Tract 3, Broome County, New York","764","141"
"1400000US36055012100","Census Tract 121, Monroe County, New York","983","79"
"1400000US36027220801","Census Tract 2208.01, Dutchess County, New York","1168","77"
"1400000US36047102600","Census Tract 1026, Kings County, New York","1879","148"
"1400000US36095740200","Census Tract 7402, Schoharie County, New York","859","70"
"1400000US36047044100","Census Tract 441, Kings County, New York","1405","81"
"1400000US36101960300","Census Tract 9603, Steuben County, New York","747","70"
"1400000US36047036400","Census Tract 364, Kings County, New York","1436","116"
"1400000US36003951200","Census Tract 9512, Allegany County, New York","619","50"
"1400000US36059408100","Census Tract 4081, Nassau County, New York","2133","295"
"1400000US36081114100","Census Tract 1141, Queens County, New York","2023","429"
"1400000US36063023500","Census Tract 235, Niagara County, New York","676","82"
"1400000US36065020300","Census Tract 203, Oneida County, New York","554","88"
"1400000US36005024400","Census Tract 244, Bronx County, New York","1499","119"
"1400000US36081060600","Census Tract 606, Queens County, New York","2101","288"
"1400000US36103110501","Census Tract 1105.01, Suffolk County, New York","2783","456"
"1400000US36005007700","Census Tract 77, Bronx County, New York","1339","218"
"1400000US36087011603","Census Tract 116.03, Rockland County, New York","2077","234"
"1400000US36093033004","Census Tract 330.04, Schenectady County, New York","1005","105"
"1400000US36059412500","Census Tract 4125, Nassau County, New York","3222","309"
"1400000US36081066300","Census Tract 663, Queens County, New York","1938","508"
"1400000US36047078800","Census Tract 788, Kings County, New York","1311","84"
"1400000US36055011604","Census Tract 116.04, Monroe County, New York","1248","91"
"1400000US36119006200","Census Tract 62, Westchester County, New York","1499","123"
"1400000US36055004100","Census Tract 41, Monroe County, New York","842","286"
"1400000US36119013900","Census Tract 139, Westchester County, New York","2214","263"
"1400000US36091060800","Census Tract 608, Saratoga County, New York","1433","137"
"1400000US36103147803","Census Tract 1478.03, Suffolk County, New York","2106","159"
"1400000US36005024000","Census Tract 240, Bronx County, New York","1481","245"
"1400000US36103146106","Census Tract 1461.06, Suffolk County, New York","2120","85"
"1400000US36103158104","Census Tract 1581.04, Suffolk County, New York","2219","112"
"1400000US36081008600","Census Tract 86, Queens County, New York","1793","196"
"1400000US36047051200","Census Tract 512, Kings County, New York","1525","101"
"1400000US36047046000","Census Tract 460, Kings County, New York","1322","142"
"1400000US36081079702","Census Tract 797.02, Queens County, New York","1294","129"
"1400000US36069050500","Census Tract 505, Ontario County, New York","949","79"
"1400000US36081077905","Census Tract 779.05, Queens County, New York","1290","164"
"1400000US36059405500","Census Tract 4055, Nassau County, New York","2257","477"
"1400000US36067012600","Census Tract 126, Onondaga County, New York","978","134"
"1400000US36063021400","Census Tract 214, Niagara County, New York","634","29"
"1400000US36047020200","Census Tract 202, Kings County, New York","1523","173"
"1400000US36059405100","Census Tract 4051, Nassau County, New York","2074","445"
"1400000US36015010500","Census Tract 105, Chemung County, New York","810","48"
"1400000US36059300500","Census Tract 3005, Nassau County, New York","2819","144"
"1400000US36047016200","Census Tract 162, Kings County, New York","1462","138"
"1400000US36013035800","Census Tract 358, Chautauqua County, New York","798","44"
"1400000US36061008800","Census Tract 88, New York County, New York","1742","137"
"1400000US36067011011","Census Tract 110.11, Onondaga County, New York","998","75"
"1400000US36119007800","Census Tract 78, Westchester County, New York","1428","63"
"1400000US36067014200","Census Tract 142, Onondaga County, New York","853","45"
"1400000US36065024000","Census Tract 240, Oneida County, New York","825","116"
"1400000US36087010802","Census Tract 108.02, Rockland County, New York","2696","178"
"1400000US36067004400","Census Tract 44, Onondaga County, New York","1248","349"
"1400000US36107020702","Census Tract 207.02, Tioga County, New York","677","78"
"1400000US36047036501","Census Tract 365.01, Kings County, New York","1131","85"
"1400000US36047020600","Census Tract 206, Kings County, New York","1519","173"
"1400000US36103135301","Census Tract 1353.01, Suffolk County, New York","2603","329"
"1400000US36119010901","Census Tract 109.01, Westchester County, New York","2354","144"
"1400000US36119010600","Census Tract 106, Westchester County, New York","2737","253"
"1400000US36111952400","Census Tract 9524, Ulster County, New York","947","84"
"1400000US36085029103","Census Tract 291.03, Richmond County, New York","1701","460"
"1400000US36119000201","Census Tract 2.01, Westchester County, New York","1272","86"
"1400000US36081081400","Census Tract 814, Queens County, New York","1875","245"
"1400000US36061002100","Census Tract 21, New York County, New York","3805","263"
"1400000US36061015801","Census Tract 158.01, New York County, New York","2359","203"
"1400000US36047152200","Census Tract 1522, Kings County, New York","1895","290"
"1400000US36103158304","Census Tract 1583.04, Suffolk County, New York","2789","638"
"1400000US36005024600","Census Tract 246, Bronx County, New York","1506","138"
"1400000US36017970802","Census Tract 9708.02, Chenango County, New York","704","73"
"1400000US36005025400","Census Tract 254, Bronx County, New York","1441","112"
"1400000US36047043800","Census Tract 438, Kings County, New York","1478","85"
"1400000US36035970200","Census Tract 9702, Fulton County, New York","755","104"
"1400000US36029015402","Census Tract 154.02, Erie County, New York","954","153"
"1400000US36061012800","Census Tract 128, New York County, New York","2084","195"
"1400000US36047019800","Census Tract 198, Kings County, New York","1553","133"
"1400000US36029003100","Census Tract 31, Erie County, New York","562","99"
"1400000US36029013702","Census Tract 137.02, Erie County, New York","1334","67"
"1400000US36027050104","Census Tract 501.04, Dutchess County, New York","2476","259"
"1400000US36061010300","Census Tract 103, New York County, New York","2632","315"
"1400000US36005006400","Census Tract 64, Bronx County, New York","1218","103"
"1400000US36103111803","Census Tract 1118.03, Suffolk County, New York","2603","264"
"1400000US36119007402","Census Tract 74.02, Westchester County, New York","2528","224"
"1400000US36047027100","Census Tract 271, Kings County, New York","1518","155"
"1400000US36067011242","Census Tract 112.42, Onondaga County, New York","1289","84"
"1400000US36047029400","Census Tract 294, Kings County, New York","1342","83"
"1400000US36111951100","Census Tract 9511, Ulster County, New York","1036","145"
"1400000US36043011400","Census Tract 114, Herkimer County, New York","734","46"
"1400000US36087011506","Census Tract 115.06, Rockland County, New York","1698","183"
"1400000US36047040000","Census Tract 400, Kings County, New York","1430","70"
"1400000US36029009107","Census Tract 91.07, Erie County, New York","1145","83"
"1400000US36061004300","Census Tract 43, New York County, New York","1980","263"
"1400000US36029004800","Census Tract 48, Erie County, New York","1022","76"
"1400000US36069050800","Census Tract 508, Ontario County, New York","925","91"
"1400000US36047116800","Census Tract 1168, Kings County, New York","1430","261"
"1400000US36035970700","Census Tract 9707, Fulton County, New York","679","61"
"1400000US36059406702","Census Tract 4067.02, Nassau County, New York","1215","127"
"1400000US36085021300","Census Tract 213, Richmond County, New York","1680","140"
"1400000US36047091200","Census Tract 912, Kings County, New York","499","98"
"1400000US36103170101","Census Tract 1701.01, Suffolk County, New York","1394","119"
"1400000US36119008301","Census Tract 83.01, Westchester County, New York","1837","219"
"1400000US36061011800","Census Tract 118, New York County, New York","2400","142"
"1400000US36071010801","Census Tract 108.01, Orange County, New York","1303","133"
"1400000US36115082001","Census Tract 820.01, Washington County, New York","869","99"
"1400000US36103145903","Census Tract 1459.03, Suffolk County, New York","2181","124"
"1400000US36109000200","Census Tract 2, Tompkins County, New York","1283","147"
"1400000US36019100800","Census Tract 1008, Clinton County, New York","901","85"
