"GEO_ID","NAME","B25064_001E","B25064_001M"
"1400000US36047096000","Census Tract 960, Kings County, New York","-","**"
"1400000US36047118000","Census Tract 1180, Kings County, New York","-","**"
"1400000US36047990100","Census Tract 9901, Kings County, New York","-","**"
"1400000US36051030500","Census Tract 305, Livingston County, New York","-","**"
"1400000US36051031000","Census Tract 310, Livingston County, New York","-","**"
"1400000US36055003802","Census Tract 38.02, Monroe County, New York","-","**"
"1400000US36055010200","Census Tract 102, Monroe County, New York","-","**"
"1400000US36055011301","Census Tract 113.01, Monroe County, New York","-","**"
"1400000US36055011503","Census Tract 115.03, Monroe County, New York","-","**"
"1400000US36055011504","Census Tract 115.04, Monroe County, New York","-","**"
"1400000US36055012305","Census Tract 123.05, Monroe County, New York","-","**"
"1400000US36055012402","Census Tract 124.02, Monroe County, New York","-","**"
"1400000US36055013503","Census Tract 135.03, Monroe County, New York","-","**"
"1400000US36055980000","Census Tract 9800, Monroe County, New York","-","**"
"1400000US36055980100","Census Tract 9801, Monroe County, New York","-","**"
"1400000US36055990000","Census Tract 9900, Monroe County, New York","-","**"
"1400000US36059300100","Census Tract 3001, Nassau County, New York","-","**"
"1400000US36059301900","Census Tract 3019, Nassau County, New York","-","**"
"1400000US36059302102","Census Tract 3021.02, Nassau County, New York","-","**"
"1400000US36059302300","Census Tract 3023, Nassau County, New York","-","**"
"1400000US36059302501","Census Tract 3025.01, Nassau County, New York","-","**"
"1400000US36059302502","Census Tract 3025.02, Nassau County, New York","-","**"
"1400000US36059303101","Census Tract 3031.01, Nassau County, New York","-","**"
"1400000US36059303102","Census Tract 3031.02, Nassau County, New York","3,500+","***"
"1400000US36059303201","Census Tract 3032.01, Nassau County, New York","-","**"
"1400000US36059303400","Census Tract 3034, Nassau County, New York","-","**"
"1400000US36059406300","Census Tract 4063, Nassau County, New York","-","**"
"1400000US36059406600","Census Tract 4066, Nassau County, New York","3,500+","***"
"1400000US36059408500","Census Tract 4085, Nassau County, New York","-","**"
"1400000US36059409400","Census Tract 4094, Nassau County, New York","-","**"
"1400000US36059410100","Census Tract 4101, Nassau County, New York","-","**"
"1400000US36059411500","Census Tract 4115, Nassau County, New York","-","**"
"1400000US36059412700","Census Tract 4127, Nassau County, New York","-","**"
"1400000US36059413300","Census Tract 4133, Nassau County, New York","-","**"
"1400000US36059413804","Census Tract 4138.04, Nassau County, New York","3,500+","***"
"1400000US36059414600","Census Tract 4146, Nassau County, New York","-","**"
"1400000US36059414700","Census Tract 4147, Nassau County, New York","-","**"
"1400000US36059415402","Census Tract 4154.02, Nassau County, New York","-","**"
"1400000US36059415500","Census Tract 4155, Nassau County, New York","-","**"
"1400000US36059416201","Census Tract 4162.01, Nassau County, New York","-","**"
"1400000US36059518600","Census Tract 5186, Nassau County, New York","-","**"
"1400000US36059519704","Census Tract 5197.04, Nassau County, New York","-","**"
"1400000US36059519802","Census Tract 5198.02, Nassau County, New York","3,500+","***"
"1400000US36059520502","Census Tract 5205.02, Nassau County, New York","-","**"
"1400000US36059520800","Census Tract 5208, Nassau County, New York","-","**"
"1400000US36059521400","Census Tract 5214, Nassau County, New York","-","**"
"1400000US36059521601","Census Tract 5216.01, Nassau County, New York","-","**"
"1400000US36059521602","Census Tract 5216.02, Nassau County, New York","-","**"
"1400000US36059521700","Census Tract 5217, Nassau County, New York","-","**"
"1400000US36059521802","Census Tract 5218.02, Nassau County, New York","-","**"
"1400000US36059522700","Census Tract 5227, Nassau County, New York","-","**"
"1400000US36059980100","Census Tract 9801, Nassau County, New York","-","**"
"1400000US36059981100","Census Tract 9811, Nassau County, New York","-","**"
"1400000US36059982100","Census Tract 9821, Nassau County, New York","-","**"
"1400000US36059990100","Census Tract 9901, Nassau County, New York","-","**"
"1400000US36059990200","Census Tract 9902, Nassau County, New York","-","**"
"1400000US36059990301","Census Tract 9903.01, Nassau County, New York","-","**"
"1400000US36059990302","Census Tract 9903.02, Nassau County, New York","-","**"
"1400000US36059990400","Census Tract 9904, Nassau County, New York","-","**"
"1400000US36061000100","Census Tract 1, New York County, New York","-","**"
"1400000US36061000500","Census Tract 5, New York County, New York","-","**"
"1400000US36061000900","Census Tract 9, New York County, New York","3,500+","***"
"1400000US36061002100","Census Tract 21, New York County, New York","3,500+","***"
"1400000US36061005700","Census Tract 57, New York County, New York","3,500+","***"
"1400000US36061008400","Census Tract 84, New York County, New York","3,500+","***"
"1400000US36061008601","Census Tract 86.01, New York County, New York","3,500+","***"
"1400000US36061008602","Census Tract 86.02, New York County, New York","-","**"
"1400000US36061014300","Census Tract 143, New York County, New York","-","**"
"1400000US36061014500","Census Tract 145, New York County, New York","3,500+","***"
"1400000US36061021703","Census Tract 217.03, New York County, New York","-","**"
"1400000US36061024000","Census Tract 240, New York County, New York","-","**"
"1400000US36061029700","Census Tract 297, New York County, New York","-","**"
"1400000US36061031100","Census Tract 311, New York County, New York","-","**"
"1400000US36061031703","Census Tract 317.03, New York County, New York","3,500+","***"
"1400000US36061031900","Census Tract 319, New York County, New York","-","**"
"1400000US36063940100","Census Tract 9401, Niagara County, New York","-","**"
"1400000US36063990000","Census Tract 9900, Niagara County, New York","-","**"
"1400000US36065025900","Census Tract 259, Oneida County, New York","-","**"
"1400000US36065026500","Census Tract 265, Oneida County, New York","-","**"
"1400000US36065026600","Census Tract 266, Oneida County, New York","-","**"
"1400000US36065980002","Census Tract 9800.02, Oneida County, New York","-","**"
"1400000US36065980003","Census Tract 9800.03, Oneida County, New York","-","**"
"1400000US36065980100","Census Tract 9801, Oneida County, New York","-","**"
"1400000US36067016002","Census Tract 160.02, Onondaga County, New York","-","**"
"1400000US36067940000","Census Tract 9400, Onondaga County, New York","-","**"
"1400000US36071011701","Census Tract 117.01, Orange County, New York","-","**"
"1400000US36071014302","Census Tract 143.02, Orange County, New York","-","**"
"1400000US36073990000","Census Tract 9900, Orleans County, New York","-","**"
"1400000US36075990000","Census Tract 9900, Oswego County, New York","-","**"
"1400000US36077591300","Census Tract 5913, Otsego County, New York","-","**"
"1400000US36079011100","Census Tract 111, Putnam County, New York","-","**"
"1400000US36081003700","Census Tract 37, Queens County, New York","-","**"
"1400000US36081009900","Census Tract 99, Queens County, New York","-","**"
"1400000US36081010701","Census Tract 107.01, Queens County, New York","-","**"
"1400000US36081017100","Census Tract 171, Queens County, New York","-","**"
"1400000US36081021900","Census Tract 219, Queens County, New York","-","**"
"1400000US36081022900","Census Tract 229, Queens County, New York","-","**"
"1400000US36081024600","Census Tract 246, Queens County, New York","-","**"
"1400000US36081029900","Census Tract 299, Queens County, New York","-","**"
"1400000US36081033100","Census Tract 331, Queens County, New York","-","**"
"1400000US36081038301","Census Tract 383.01, Queens County, New York","-","**"
"1400000US36081038302","Census Tract 383.02, Queens County, New York","-","**"
"1400000US36081042600","Census Tract 426, Queens County, New York","-","**"
"1400000US36081047600","Census Tract 476, Queens County, New York","3,500+","***"
"1400000US36081056100","Census Tract 561, Queens County, New York","-","**"
"1400000US36081060600","Census Tract 606, Queens County, New York","-","**"
"1400000US36081060701","Census Tract 607.01, Queens County, New York","-","**"
"1400000US36081061000","Census Tract 610, Queens County, New York","-","**"
"1400000US36081061302","Census Tract 613.02, Queens County, New York","-","**"
"1400000US36081062000","Census Tract 620, Queens County, New York","-","**"
"1400000US36081062400","Census Tract 624, Queens County, New York","-","**"
"1400000US36081064102","Census Tract 641.02, Queens County, New York","-","**"
"1400000US36081065501","Census Tract 655.01, Queens County, New York","-","**"
"1400000US36081071600","Census Tract 716, Queens County, New York","-","**"
"1400000US36081079300","Census Tract 793, Queens County, New York","-","**"
"1400000US36081091601","Census Tract 916.01, Queens County, New York","-","**"
"1400000US36081091602","Census Tract 916.02, Queens County, New York","-","**"
"1400000US36081091800","Census Tract 918, Queens County, New York","-","**"
"1400000US36081092800","Census Tract 928, Queens County, New York","-","**"
"1400000US36081099900","Census Tract 999, Queens County, New York","-","**"
"1400000US36081107202","Census Tract 1072.02, Queens County, New York","-","**"
"1400000US36081121100","Census Tract 1211, Queens County, New York","-","**"
"1400000US36081127700","Census Tract 1277, Queens County, New York","3,500+","***"
"1400000US36081128300","Census Tract 1283, Queens County, New York","-","**"
"1400000US36081138502","Census Tract 1385.02, Queens County, New York","-","**"
"1400000US36081155101","Census Tract 1551.01, Queens County, New York","-","**"
"1400000US36081990100","Census Tract 9901, Queens County, New York","-","**"
"1400000US36085015400","Census Tract 154, Richmond County, New York","-","**"
"1400000US36085015602","Census Tract 156.02, Richmond County, New York","-","**"
"1400000US36085018100","Census Tract 181, Richmond County, New York","-","**"
"1400000US36085022800","Census Tract 228, Richmond County, New York","-","**"
"1400000US36085990100","Census Tract 9901, Richmond County, New York","-","**"
"1400000US36087010503","Census Tract 105.03, Rockland County, New York","-","**"
"1400000US36087010801","Census Tract 108.01, Rockland County, New York","-","**"
"1400000US36087011200","Census Tract 112, Rockland County, New York","-","**"
"1400000US36087011401","Census Tract 114.01, Rockland County, New York","-","**"
"1400000US36089491100","Census Tract 4911, St. Lawrence County, New York","-","**"
"1400000US36089491900","Census Tract 4919, St. Lawrence County, New York","-","**"
"1400000US36091060800","Census Tract 608, Saratoga County, New York","-","**"
"1400000US36091061303","Census Tract 613.03, Saratoga County, New York","-","**"
"1400000US36095740300","Census Tract 7403, Schoharie County, New York","-","**"
"1400000US36103111401","Census Tract 1114.01, Suffolk County, New York","-","**"
"1400000US36103111504","Census Tract 1115.04, Suffolk County, New York","-","**"
"1400000US36103111804","Census Tract 1118.04, Suffolk County, New York","-","**"
"1400000US36103112102","Census Tract 1121.02, Suffolk County, New York","-","**"
"1400000US36103112212","Census Tract 1122.12, Suffolk County, New York","-","**"
"1400000US36103112213","Census Tract 1122.13, Suffolk County, New York","-","**"
"1400000US36103134903","Census Tract 1349.03, Suffolk County, New York","-","**"
"1400000US36103135003","Census Tract 1350.03, Suffolk County, New York","-","**"
"1400000US36103135101","Census Tract 1351.01, Suffolk County, New York","-","**"
"1400000US36103135103","Census Tract 1351.03, Suffolk County, New York","-","**"
"1400000US36103135201","Census Tract 1352.01, Suffolk County, New York","-","**"
"1400000US36103135208","Census Tract 1352.08, Suffolk County, New York","-","**"
"1400000US36103135301","Census Tract 1353.01, Suffolk County, New York","-","**"
"1400000US36103135304","Census Tract 1353.04, Suffolk County, New York","-","**"
"1400000US36103146106","Census Tract 1461.06, Suffolk County, New York","-","**"
"1400000US36103146205","Census Tract 1462.05, Suffolk County, New York","-","**"
"1400000US36103146605","Census Tract 1466.05, Suffolk County, New York","-","**"
"1400000US36103146704","Census Tract 1467.04, Suffolk County, New York","-","**"
"1400000US36103146705","Census Tract 1467.05, Suffolk County, New York","-","**"
"1400000US36103146901","Census Tract 1469.01, Suffolk County, New York","-","**"
"1400000US36103147004","Census Tract 1470.04, Suffolk County, New York","-","**"
"1400000US36103147502","Census Tract 1475.02, Suffolk County, New York","-","**"
"1400000US36103158002","Census Tract 1580.02, Suffolk County, New York","3,500+","***"
"1400000US36103158007","Census Tract 1580.07, Suffolk County, New York","-","**"
"1400000US36103158010","Census Tract 1580.10, Suffolk County, New York","-","**"
"1400000US36103158205","Census Tract 1582.05, Suffolk County, New York","-","**"
"1400000US36103158306","Census Tract 1583.06, Suffolk County, New York","-","**"
"1400000US36103158319","Census Tract 1583.19, Suffolk County, New York","-","**"
"1400000US36103159108","Census Tract 1591.08, Suffolk County, New York","-","**"
"1400000US36103159510","Census Tract 1595.10, Suffolk County, New York","-","**"
"1400000US36103990100","Census Tract 9901, Suffolk County, New York","-","**"
"1400000US36105952000","Census Tract 9520, Sullivan County, New York","-","**"
"1400000US36109001200","Census Tract 12, Tompkins County, New York","-","**"
"1400000US36113070900","Census Tract 709, Warren County, New York","-","**"
"1400000US36117990100","Census Tract 9901, Wayne County, New York","-","**"
"1400000US36119002103","Census Tract 21.03, Westchester County, New York","-","**"
"1400000US36119005600","Census Tract 56, Westchester County, New York","-","**"
"1400000US36119006700","Census Tract 67, Westchester County, New York","-","**"
"1400000US36119007600","Census Tract 76, Westchester County, New York","3,500+","***"
"1400000US36119008500","Census Tract 85, Westchester County, New York","3,500+","***"
"1400000US36119008602","Census Tract 86.02, Westchester County, New York","3,500+","***"
"1400000US36119009800","Census Tract 98, Westchester County, New York","-","**"
"1400000US36119012101","Census Tract 121.01, Westchester County, New York","-","**"
"1400000US36119012304","Census Tract 123.04, Westchester County, New York","3,500+","***"
"1400000US36119012502","Census Tract 125.02, Westchester County, New York","-","**"
"1400000US36119013102","Census Tract 131.02, Westchester County, New York","3,500+","***"
"1400000US36119013201","Census Tract 132.01, Westchester County, New York","-","**"
"1400000US36119014908","Census Tract 149.08, Westchester County, New York","-","**"
"1400000US36119982000","Census Tract 9820, Westchester County, New York","-","**"
"1400000US36119983000","Census Tract 9830, Westchester County, New York","-","**"
"1400000US36119985000","Census Tract 9850, Westchester County, New York","-","**"
"1400000US36111954700","Census Tract 9547, Ulster County, New York","1106","121"
"1400000US36007001200","Census Tract 12, Broome County, New York","539","49"
"1400000US36047037300","Census Tract 373, Kings County, New York","1207","308"
"1400000US36047024100","Census Tract 241, Kings County, New York","2072","166"
"1400000US36119002700","Census Tract 27, Westchester County, New York","1360","103"
"1400000US36047096400","Census Tract 964, Kings County, New York","1354","132"
"1400000US36081065703","Census Tract 657.03, Queens County, New York","1419","86"
"1400000US36055010400","Census Tract 104, Monroe County, New York","864","63"
"1400000US36081040300","Census Tract 403, Queens County, New York","1715","92"
"1400000US36119984000","Census Tract 9840, Westchester County, New York","1555","165"
"1400000US36043010100","Census Tract 101, Herkimer County, New York","716","45"
"1400000US36081006201","Census Tract 62.01, Queens County, New York","1414","437"
"1400000US36047028700","Census Tract 287, Kings County, New York","1090","292"
"1400000US36055010601","Census Tract 106.01, Monroe County, New York","922","66"
"1400000US36047048600","Census Tract 486, Kings County, New York","1425","65"
"1400000US36103159602","Census Tract 1596.02, Suffolk County, New York","1431","486"
"1400000US36119003600","Census Tract 36, Westchester County, New York","1187","77"
"1400000US36089491200","Census Tract 4912, St. Lawrence County, New York","846","250"
"1400000US36013036901","Census Tract 369.01, Chautauqua County, New York","875","165"
"1400000US36103123201","Census Tract 1232.01, Suffolk County, New York","1425","51"
"1400000US36057070700","Census Tract 707, Montgomery County, New York","850","45"
"1400000US36061019702","Census Tract 197.02, New York County, New York","1973","509"
"1400000US36119002203","Census Tract 22.03, Westchester County, New York","1039","170"
"1400000US36005036502","Census Tract 365.02, Bronx County, New York","1168","161"
"1400000US36047014300","Census Tract 143, Kings County, New York","2077","182"
"1400000US36081027500","Census Tract 275, Queens County, New York","1404","101"
"1400000US36075021200","Census Tract 212, Oswego County, New York","797","82"
"1400000US36103134906","Census Tract 1349.06, Suffolk County, New York","693","236"
"1400000US36061007400","Census Tract 74, New York County, New York","2931","229"
"1400000US36119001505","Census Tract 15.05, Westchester County, New York","1473","113"
"1400000US36059301101","Census Tract 3011.01, Nassau County, New York","2303","118"
"1400000US36081021600","Census Tract 216, Queens County, New York","1641","114"
"1400000US36005009800","Census Tract 98, Bronx County, New York","1347","137"
"1400000US36005036400","Census Tract 364, Bronx County, New York","1352","155"
"1400000US36047101000","Census Tract 1010, Kings County, New York","1645","155"
"1400000US36063023300","Census Tract 233, Niagara County, New York","731","41"
"1400000US36065021500","Census Tract 215, Oneida County, New York","783","62"
"1400000US36083052303","Census Tract 523.03, Rensselaer County, New York","881","344"
"1400000US36081077908","Census Tract 779.08, Queens County, New York","1642","143"
"1400000US36061027500","Census Tract 275, New York County, New York","1796","133"
"1400000US36093021600","Census Tract 216, Schenectady County, New York","855","83"
"1400000US36081003900","Census Tract 39, Queens County, New York","1715","92"
"1400000US36103146404","Census Tract 1464.04, Suffolk County, New York","1574","249"
"1400000US36005015300","Census Tract 153, Bronx County, New York","1102","66"
"1400000US36047023300","Census Tract 233, Kings County, New York","1105","227"
"1400000US36065024700","Census Tract 247, Oneida County, New York","807","80"
"1400000US36065022702","Census Tract 227.02, Oneida County, New York","1137","104"
"1400000US36067010100","Census Tract 101, Onondaga County, New York","896","165"
"1400000US36051030900","Census Tract 309, Livingston County, New York","684","78"
"1400000US36081025100","Census Tract 251, Queens County, New York","1516","126"
"1400000US36047013900","Census Tract 139, Kings County, New York","2259","274"
"1400000US36045060804","Census Tract 608.04, Jefferson County, New York","1477","54"
"1400000US36005008900","Census Tract 89, Bronx County, New York","980","88"
"1400000US36029003302","Census Tract 33.02, Erie County, New York","626","96"
"1400000US36063024303","Census Tract 243.03, Niagara County, New York","757","112"
"1400000US36055014301","Census Tract 143.01, Monroe County, New York","769","90"
"1400000US36021001500","Census Tract 15, Columbia County, New York","983","146"
"1400000US36059517902","Census Tract 5179.02, Nassau County, New York","1816","484"
"1400000US36119003300","Census Tract 33, Westchester County, New York","1082","195"
"1400000US36081018502","Census Tract 185.02, Queens County, New York","1699","83"
"1400000US36017971000","Census Tract 9710, Chenango County, New York","685","56"
"1400000US36119004500","Census Tract 45, Westchester County, New York","1783","112"
"1400000US36093033400","Census Tract 334, Schenectady County, New York","781","88"
"1400000US36055013800","Census Tract 138, Monroe County, New York","1057","140"
"1400000US36029010103","Census Tract 101.03, Erie County, New York","816","38"
"1400000US36015010200","Census Tract 102, Chemung County, New York","681","96"
"1400000US36067012400","Census Tract 124, Onondaga County, New York","931","47"
"1400000US36089492300","Census Tract 4923, St. Lawrence County, New York","867","52"
"1400000US36119000203","Census Tract 2.03, Westchester County, New York","1364","79"
"1400000US36047055500","Census Tract 555, Kings County, New York","2626","415"
"1400000US36027140101","Census Tract 1401.01, Dutchess County, New York","1140","53"
"1400000US36005012901","Census Tract 129.01, Bronx County, New York","939","148"
"1400000US36055014602","Census Tract 146.02, Monroe County, New York","1029","97"
"1400000US36067014800","Census Tract 148, Onondaga County, New York","1750","1301"
"1400000US36047028800","Census Tract 288, Kings County, New York","1386","83"
"1400000US36005021200","Census Tract 212, Bronx County, New York","1254","67"
"1400000US36093020101","Census Tract 201.01, Schenectady County, New York","957","11"
"1400000US36047049700","Census Tract 497, Kings County, New York","2142","155"
"1400000US36081062300","Census Tract 623, Queens County, New York","1388","101"
"1400000US36047082600","Census Tract 826, Kings County, New York","1228","59"
"1400000US36059517000","Census Tract 5170, Nassau County, New York","1764","273"
"1400000US36007013301","Census Tract 133.01, Broome County, New York","899","82"
"1400000US36019101600","Census Tract 1016, Clinton County, New York","860","119"
"1400000US36085018701","Census Tract 187.01, Richmond County, New York","1455","201"
"1400000US36047022400","Census Tract 224, Kings County, New York","1493","150"
"1400000US36047030500","Census Tract 305, Kings County, New York","1838","155"
"1400000US36005021800","Census Tract 218, Bronx County, New York","1296","69"
"1400000US36119008302","Census Tract 83.02, Westchester County, New York","1850","170"
"1400000US36047008000","Census Tract 80, Kings County, New York","1615","173"
"1400000US36027060301","Census Tract 603.01, Dutchess County, New York","1320","360"
"1400000US36005001900","Census Tract 19, Bronx County, New York","1270","85"
"1400000US36061016900","Census Tract 169, New York County, New York","2342","156"
"1400000US36047044800","Census Tract 448, Kings County, New York","1293","153"
"1400000US36071012900","Census Tract 129, Orange County, New York","1277","255"
"1400000US36113070601","Census Tract 706.01, Warren County, New York","1136","101"
"1400000US36093020200","Census Tract 202, Schenectady County, New York","900","77"
"1400000US36081048100","Census Tract 481, Queens County, New York","1439","93"
"1400000US36121970800","Census Tract 9708, Wyoming County, New York","661","42"
"1400000US36029014901","Census Tract 149.01, Erie County, New York","744","42"
"1400000US36099950500","Census Tract 9505, Seneca County, New York","660","50"
"1400000US36063021000","Census Tract 210, Niagara County, New York","641","78"
"1400000US36071015100","Census Tract 151, Orange County, New York","1056","143"
"1400000US36085004000","Census Tract 40, Richmond County, New York","923","382"
"1400000US36087010701","Census Tract 107.01, Rockland County, New York","1128","478"
"1400000US36049950300","Census Tract 9503, Lewis County, New York","722","112"
"1400000US36103122706","Census Tract 1227.06, Suffolk County, New York","1824","140"
"1400000US36047004500","Census Tract 45, Kings County, New York","2441","163"
"1400000US36047000100","Census Tract 1, Kings County, New York","1914","487"
"1400000US36105950400","Census Tract 9504, Sullivan County, New York","802","95"
"1400000US36119002300","Census Tract 23, Westchester County, New York","1546","260"
"1400000US36061021400","Census Tract 214, New York County, New York","1306","78"
"1400000US36063020700","Census Tract 207, Niagara County, New York","783","42"
"1400000US36081001900","Census Tract 19, Queens County, New York","3004","157"
"1400000US36119001200","Census Tract 12, Westchester County, New York","1202","63"
"1400000US36047024700","Census Tract 247, Kings County, New York","1538","315"
"1400000US36011040900","Census Tract 409, Cayuga County, New York","860","183"
"1400000US36075021605","Census Tract 216.05, Oswego County, New York","686","63"
"1400000US36067013300","Census Tract 133, Onondaga County, New York","877","49"
"1400000US36067016001","Census Tract 160.01, Onondaga County, New York","705","339"
"1400000US36029006301","Census Tract 63.01, Erie County, New York","793","45"
"1400000US36029009106","Census Tract 91.06, Erie County, New York","1241","301"
"1400000US36065026700","Census Tract 267, Oneida County, New York","1017","249"
"1400000US36047074200","Census Tract 742, Kings County, New York","1491","133"
"1400000US36005043100","Census Tract 431, Bronx County, New York","1317","49"
"1400000US36061002201","Census Tract 22.01, New York County, New York","1005","115"
"1400000US36059405900","Census Tract 4059, Nassau County, New York","2181","169"
"1400000US36087012402","Census Tract 124.02, Rockland County, New York","1283","131"
"1400000US36103158408","Census Tract 1584.08, Suffolk County, New York","1575","378"
"1400000US36047047000","Census Tract 470, Kings County, New York","1700","314"
"1400000US36081071305","Census Tract 713.05, Queens County, New York","2060","106"
"1400000US36081035100","Census Tract 351, Queens County, New York","1351","151"
"1400000US36001000300","Census Tract 3, Albany County, New York","1080","33"
"1400000US36059518300","Census Tract 5183, Nassau County, New York","1962","1216"
"1400000US36081004001","Census Tract 40.01, Queens County, New York","1449","107"
"1400000US36013036700","Census Tract 367, Chautauqua County, New York","575","68"
"1400000US36047093800","Census Tract 938, Kings County, New York","1307","113"
"1400000US36105951800","Census Tract 9518, Sullivan County, New York","901","85"
"1400000US36027070301","Census Tract 703.01, Dutchess County, New York","1158","238"
"1400000US36085020804","Census Tract 208.04, Richmond County, New York","1181","149"
"1400000US36081112300","Census Tract 1123, Queens County, New York","1807","93"
"1400000US36119014805","Census Tract 148.05, Westchester County, New York","1411","242"
"1400000US36067010321","Census Tract 103.21, Onondaga County, New York","965","219"
"1400000US36081129103","Census Tract 1291.03, Queens County, New York","1567","188"
"1400000US36059406400","Census Tract 4064, Nassau County, New York","3119","313"
"1400000US36087011501","Census Tract 115.01, Rockland County, New York","2911","1519"
"1400000US36027200001","Census Tract 2000.01, Dutchess County, New York","1161","192"
"1400000US36015011200","Census Tract 112, Chemung County, New York","1014","118"
"1400000US36059407900","Census Tract 4079, Nassau County, New York","2653","106"
"1400000US36115093000","Census Tract 930, Washington County, New York","828","79"
"1400000US36103158108","Census Tract 1581.08, Suffolk County, New York","1656","102"
"1400000US36081094202","Census Tract 942.02, Queens County, New York","825","207"
"1400000US36119003700","Census Tract 37, Westchester County, New York","1328","83"
"1400000US36047025000","Census Tract 250, Kings County, New York","1273","280"
"1400000US36081069300","Census Tract 693, Queens County, New York","1639","96"
"1400000US36033951200","Census Tract 9512, Franklin County, New York","665","96"
"1400000US36099950200","Census Tract 9502, Seneca County, New York","750","45"
"1400000US36103147503","Census Tract 1475.03, Suffolk County, New York","2408","451"
"1400000US36117020900","Census Tract 209, Wayne County, New York","826","119"
"1400000US36059521500","Census Tract 5215, Nassau County, New York","2349","266"
"1400000US36047014100","Census Tract 141, Kings County, New York","2173","280"
"1400000US36047082800","Census Tract 828, Kings County, New York","1376","48"
"1400000US36005028600","Census Tract 286, Bronx County, New York","1479","486"
"1400000US36065021701","Census Tract 217.01, Oneida County, New York","753","66"
"1400000US36047029500","Census Tract 295, Kings County, New York","1442","94"
"1400000US36059302900","Census Tract 3029, Nassau County, New York","3186","418"
"1400000US36055010300","Census Tract 103, Monroe County, New York","568","304"
"1400000US36027220901","Census Tract 2209.01, Dutchess County, New York","1325","70"
"1400000US36065021702","Census Tract 217.02, Oneida County, New York","770","67"
"1400000US36063023100","Census Tract 231, Niagara County, New York","679","112"
"1400000US36067015203","Census Tract 152.03, Onondaga County, New York","1039","117"
"1400000US36079011600","Census Tract 116, Putnam County, New York","1410","51"
"1400000US36103180300","Census Tract 1803, Suffolk County, New York","2022","1322"
